27958,691,1732,1795,Francis Marion
3473,127,1732,1791,Joseph Gaertner
4593,5,1732,1802,John Ewing (pastor)
5985,34,1732,1781,Thomas Erskine, 6th Earl of Kellie
2181,13,1732,1802,Maria Christina Bruhn
4482,24,1732,1804,Sir Francis Sykes, 1st Baronet
9190,21,1732,1808,Robert Small (minister)
4243,13,1732,1789,Sir Robert Barker, 1st Baronet
5948,13,1732,1810,Leatherlips
2011,10,1732,1795,Antoine-Jean Amelot de Chaillou
4967,10,1732,1804,William Gahan
1733,9,1732,1792,Carl-Ludwig Christinek
6560,18,1732,1798,Matija Antun Relković
4038,6,1732,1817,Nakai Riken
2291,10,1732,1819,Jean Fabre de La Martillière
4437,29,1732,1804,Robert Clements, 1st Earl of Leitrim
2211,8,1732,1809,John Beardsley
3342,30,1732,1812,Andrew Burnaby
47019,395,1732,1808,John Dickinson (Pennsylvania and Delaware)
3021,15,1732,1800,Johann Christoph von Wöllner
17201,2,1732,1811,Armand Jean d'Allonville
10658,51,1732,1812,John Blaquiere, 1st Baron de Blaquiere
1178,7,1732,1767,Jacques Clinchamps de Malfilâtre
22197,36,1732,1815,Mary Draper Ingles
6122,3,1732,1772,William Johnston (painter)
2053,5,1732,1797,Gotthelf Greiner
2746,8,1732,1795,Francesco Sozzi
22444,143,1732,1808,John Elliot (Royal Navy officer)
2126,8,1732,1798,Abraham Keteltas
6088,8,1732,1795,Johan Jost Herkimer
1934,4,1732,1789,Matthias Hawdon
4650,38,1732,1817,Joseph von Sonnenfels
4446,12,1732,1805,Walter Aston, 8th Lord Aston of Forfar
1593,5,1732,1768,Morten Leuch
2532,10,1732,1817,Francesco Pasquale Ricci
10425,137,1732,1800,John Blair, Jr.
10927,11,1732,1798,Joseph Nikolaus De Vins
2016,11,1732,1780,Samuel Musgrave
20520,141,1732,1802,Lloyd Kenyon, 1st Baron Kenyon
2399,11,1732,1809,Alexander Prozorovsky
4551,5,1732,1776,Victor-Thérèse Charpentier
3306,17,1732,1812,Muhammad Mohsin
1709,15,1732,-9999,Fedele Fischetti
